"lang","file","speaker","wd_ID","wd","start","end","ref","tx","ft","mb_ID","mb","ps","gl","ph_ID","ph"
"hoch1243","doreco_hoch1243_16pics2_MK","FS99","w000541","<<wip>>",411.72,412.22,"0038_doreco_hoch1243_16pics2_MK","(Ahm) hokiwagax teʔe (ahm) wąąknąkre hicąwį hiiraanąga (ahm) hocįcįkižą eeja hakižu mįįnąknąąkre woogiraknąkšąną.","In this picture this man and his wife they are sitting there together with a boy and he is telling them.","m000727","****","****","****","p001949","<<wip>>"
"hoch1243","doreco_hoch1243_16pics2_MK","FS99","w000542","ižą",412.22,412.533,"0038_doreco_hoch1243_16pics2_MK","(Ahm) hokiwagax teʔe (ahm) wąąknąkre hicąwį hiiraanąga (ahm) hocįcįkižą eeja hakižu mįįnąknąąkre woogiraknąkšąną.","In this picture this man and his wife they are sitting there together with a boy and he is telling them.","m000728","=ižą","-num.","=one","p001950 p001951 p001952","i Z a~"
"hoch1243","doreco_hoch1243_16pics2_MK","FS99","w000543","ʔeeja",412.533,412.838,"0038_doreco_hoch1243_16pics2_MK","(Ahm) hokiwagax teʔe (ahm) wąąknąkre hicąwį hiiraanąga (ahm) hocįcįkižą eeja hakižu mįįnąknąąkre woogiraknąkšąną.","In this picture this man and his wife they are sitting there together with a boy and he is telling them.","m000729","eeja","adv.","there","p001953 p001954 p001955 p001956","? e: dZ a"
"hoch1243","doreco_hoch1243_blueberries","FS9","w000950","<<fm>Necedah>",158.133,158.619,"0041_doreco_hoch1243_blueberries","hąąhąʔą jaagušge Necedah airegająšgųnį eeja heesge hagihi hahiwi.","we went picking to Necedah, I suppose.","m001273","Necedah","ENGLISH","Necedah","p003421","<<fm>Necedah>"
"hoch1243","doreco_hoch1243_blueberries","FS9","w000951","airegają",158.619,159.13,"0041_doreco_hoch1243_blueberries","hąąhąʔą jaagušge Necedah airegająšgųnį eeja heesge hagihi hahiwi.","we went picking to Necedah, I suppose.","m001274 m001275 m001276","ee -ire =gają","v.act. -affix -affix","say -SBJ.3PL =SEQ","p003422 p003423 p003424 p003425 p003426 p003427 p003428 p003429","a i 4 e g a dZ a~"
"hoch1243","doreco_hoch1243_blueberries","FS9","w000952","<<wip>>",159.13,160.351,"0041_doreco_hoch1243_blueberries","hąąhąʔą jaagušge Necedah airegająšgųnį eeja heesge hagihi hahiwi.","we went picking to Necedah, I suppose.","m001277","****","****","****","p003430","<<wip>>"
"hoch1243","doreco_hoch1243_blueberries","FS9","w000953","šgųnį",160.351,160.63,"0041_doreco_hoch1243_blueberries","hąąhąʔą jaagušge Necedah airegająšgųnį eeja heesge hagihi hahiwi.","we went picking to Necedah, I suppose.","m001278 m001279","=gają =šgųnį","-affix =enclitic","=SEQ =DUB","p003431 p003432 p003433 p003434 p003435","S g u~ n i~"
"hoch1243","doreco_hoch1243_blueberries","FS9","w000954","<p:>",160.63,161.703,"0041_doreco_hoch1243_blueberries","hąąhąʔą jaagušge Necedah airegająšgųnį eeja heesge hagihi hahiwi.","we went picking to Necedah, I suppose.","m001280","<p:>","<p:>","<p:>","p003436","<p:>"
"hoch1243","doreco_hoch1243_CHT_discussion","MS30","w001811","gi",397.899,398.033,"0079_doreco_hoch1243_CHT_discussion","hegų waxopįnį gikarac nąąkre coonįxjį wažą eeja ųįrekjenegiži ceekjį nįįsge eegi hajiiregają","these that pray to the spirits when they’re first going to do something when at first they came here","m002460","****","****","****","p005881 p005882","g i"
"hoch1243","doreco_hoch1243_CHT_discussion","MS30","w001812","gik",398.033,398.413,"0079_doreco_hoch1243_CHT_discussion","hegų waxopįnį gikarac nąąkre coonįxjį wažą eeja ųįrekjenegiži ceekjį nįįsge eegi hajiiregają","these that pray to the spirits when they’re first going to do something when at first they came here","m002461","gikarac","v.tr.","pray.to(OBJ.3SG)","p005883 p005884 p005885","g i k"
"hoch1243","doreco_hoch1243_CHT_discussion","MS30","w001813","<<wip>>",398.413,398.521,"0079_doreco_hoch1243_CHT_discussion","hegų waxopįnį gikarac nąąkre coonįxjį wažą eeja ųįrekjenegiži ceekjį nįįsge eegi hajiiregają","these that pray to the spirits when they’re first going to do something when at first they came here","m002462","****","****","****","p005886","<<wip>>"
"hoch1243","doreco_hoch1243_CHT_discussion","MS30","w001814","karac",398.521,398.943,"0079_doreco_hoch1243_CHT_discussion","hegų waxopįnį gikarac nąąkre coonįxjį wažą eeja ųįrekjenegiži ceekjį nįįsge eegi hajiiregają","these that pray to the spirits when they’re first going to do something when at first they came here","m002463","gikarac","v.tr.","pray.to(OBJ.3SG)","p005887 p005888 p005889 p005890 p005891","k a 4 a tS"
"hoch1243","doreco_hoch1243_CHT_discussion","MS30","w001815","nąąkre",398.943,399.412,"0079_doreco_hoch1243_CHT_discussion","hegų waxopįnį gikarac nąąkre coonįxjį wažą eeja ųįrekjenegiži ceekjį nįįsge eegi hajiiregają","these that pray to the spirits when they’re first going to do something when at first they came here","m002464","nąąkre","pron_dem.","POS.NTL.PL:PROX","p005892 p005893 p005894 p005895 p005896","n a:~ k 4 e"
"hoch1243","doreco_hoch1243_CHT_discussion","MS30","w002245","<p:>",631.527,631.758,"0111_doreco_hoch1243_CHT_discussion","gu! hirupįjįkišge aire gu, hįnąxgųwįrašąną hirešge himąšjaįsge","gu, if we just hear a tiny part of this, it gives one strength","m003086","<p:>","<p:>","<p:>","p007749","<p:>"
"hoch1243","doreco_hoch1243_CHT_discussion","MS30","w002246","hirupįjįk",631.758,632.698,"0111_doreco_hoch1243_CHT_discussion","gu! hirupįjįkišge aire gu, hįnąxgųwįrašąną hirešge himąšjaįsge","gu, if we just hear a tiny part of this, it gives one strength","m003087","hirupįjįki","v.act.","just.a.glimpse","p007750 p007751 p007752 p007753 p007754 p007755 p007756 p007757 p007758","h i 4 u p i~ dZ i~ k"
"hoch1243","doreco_hoch1243_CHT_discussion","MS30","w002247","<<wip>>",632.698,632.794,"0111_doreco_hoch1243_CHT_discussion","gu! hirupįjįkišge aire gu, hįnąxgųwįrašąną hirešge himąšjaįsge","gu, if we just hear a tiny part of this, it gives one strength","m003088","****","****","****","p007759","<<wip>>"
"hoch1243","doreco_hoch1243_CHT_discussion","MS30","w002248","jįkišge",632.794,633.352,"0111_doreco_hoch1243_CHT_discussion","gu! hirupįjįkišge aire gu, hįnąxgųwįrašąną hirešge himąšjaįsge","gu, if we just hear a tiny part of this, it gives one strength","m003089 m003090","hirupįjįki =šge","v.act. -affix","just.a.glimpse =also","p007760 p007761 p007762 p007763 p007764 p007765 p007766","dZ i~ k i S g e"
"hoch1243","doreco_hoch1243_CHT_discussion","MS30","w002249","ʔaire",633.352,633.729,"0111_doreco_hoch1243_CHT_discussion","gu! hirupįjįkišge aire gu, hįnąxgųwįrašąną hirešge himąšjaįsge","gu, if we just hear a tiny part of this, it gives one strength","m003091 m003092","ee -ire","v.act. -affix","say -SBJ.3PL","p007767 p007768 p007769 p007770 p007771","? a i 4 e"
"hoch1243","doreco_hoch1243_CHT_discussion","MS30","w002294","ʔeegi",692.55,692.753,"0118_doreco_hoch1243_CHT_discussion","hegų jaaguxjį nįįsge teegi aanąąkre nįįkjąkįknąąkre eegi nąącge_hįooci hįwaʔųanąkwigają","exactly what these children are saying /whatever they’re saying these children we worry about them","m003155","eegi","conj.","and.then","p007963 p007964 p007965 p007966","? e: g i"
"hoch1243","doreco_hoch1243_CHT_discussion","MS30","w002295","nąącge",692.753,693.304,"0118_doreco_hoch1243_CHT_discussion","hegų jaaguxjį nįįsge teegi aanąąkre nįįkjąkįknąąkre eegi nąącge_hįooci hįwaʔųanąkwigają","exactly what these children are saying /whatever they’re saying these children we worry about them","m003156","****","****","****","p007967 p007968 p007969 p007970 p007971","n a:~ tS g e"
"hoch1243","doreco_hoch1243_CHT_discussion","MS30","w002296","<<wip>>",693.304,693.571,"0118_doreco_hoch1243_CHT_discussion","hegų jaaguxjį nįįsge teegi aanąąkre nįįkjąkįknąąkre eegi nąącge_hįooci hįwaʔųanąkwigają","exactly what these children are saying /whatever they’re saying these children we worry about them","m003157","****","****","****","p007972","<<wip>>"
"hoch1243","doreco_hoch1243_CHT_discussion","MS30","w002297","hįooci",693.571,694.114,"0118_doreco_hoch1243_CHT_discussion","hegų jaaguxjį nįįsge teegi aanąąkre nįįkjąkįknąąkre eegi nąącge_hįooci hįwaʔųanąkwigają","exactly what these children are saying /whatever they’re saying these children we worry about them","m003158","****","****","****","p007973 p007974 p007975 p007976 p007977","h i~ o: tS i"
"hoch1243","doreco_hoch1243_CHT_discussion","MS30","w002298","hįwaʔųanąkwigają",694.114,695.063,"0118_doreco_hoch1243_CHT_discussion","hegų jaaguxjį nįįsge teegi aanąąkre nįįkjąkįknąąkre eegi nąącge_hįooci hįwaʔųanąkwigają","exactly what these children are saying /whatever they’re saying these children we worry about them","m003159 m003160 m003161 m003162 m003163 m003164","hį- wa’ų ha- nąk -wi =gają","affix- aux.|v.tr. affix- aux. -affix -affix","1I.A- do/be(OBJ.3SG) 1E.A- POS.NTL -PL =SEQ","p007978 p007979 p007980 p007981 p007982 p007983 p007984 p007985 p007986 p007987 p007988 p007989 p007990 p007991 p007992 p007993","h i~ w a ? u~ a n a~ k w i g a dZ a~"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002350","Hoocąk",13.038,13.536,"0003_doreco_hoch1243_ED_01","eegi hąąpteʔe eegi Hoocąk yaatʼekjene airera","they said today I was going to speak Hoocąk","m003241","Hoocąk","n.","Hoocąk","p008224 p008225 p008226 p008227 p008228","h o: tS a~ k"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002351","yaatʼe",13.536,14.083,"0003_doreco_hoch1243_ED_01","eegi hąąpteʔe eegi Hoocąk yaatʼekjene airera","they said today I was going to speak Hoocąk","m003242 m003243 m003244","hi -ha- t’e","v.act. -affix- v.act.","speak -1E.A- speak","p008229 p008230 p008231 p008232","j a: t_> e"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002352","<<wip>>",14.083,14.448,"0003_doreco_hoch1243_ED_01","eegi hąąpteʔe eegi Hoocąk yaatʼekjene airera","they said today I was going to speak Hoocąk","m003245","****","****","****","p008233","<<wip>>"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002353","kjene",14.448,14.996,"0003_doreco_hoch1243_ED_01","eegi hąąpteʔe eegi Hoocąk yaatʼekjene airera","they said today I was going to speak Hoocąk","m003246","-kjene","-affix","-FUT","p008234 p008235 p008236 p008237 p008238","k dZ e n e"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002354","ʔairera",14.996,15.826,"0003_doreco_hoch1243_ED_01","eegi hąąpteʔe eegi Hoocąk yaatʼekjene airera","they said today I was going to speak Hoocąk","m003247 m003248 m003249","ee -ire =ra","v.act. -affix =art_def.","say -SBJ.3PL =NMLZ","p008239 p008240 p008241 p008242 p008243 p008244 p008245","? a i 4 e 4 a"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002415","jaajaną",61.202,61.761,"0009_doreco_hoch1243_ED_01","eegi jaajaną jaajanąregi wįįrera wii wiira waaxocra_(wii) aire hejaną neegi wįįre eegi saacą eegi mąąžeežinąąka","I was born on the fifth of July","m003326","jaajaną","adv.","when","p008466 p008467 p008468 p008469 p008470 p008471","dZ a: dZ a n a~"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002416","<<fs>>",61.761,61.899,"0009_doreco_hoch1243_ED_01","eegi jaajaną jaajanąregi wįįrera wii wiira waaxocra_(wii) aire hejaną neegi wįįre eegi saacą eegi mąąžeežinąąka","I was born on the fifth of July","m003327","****","****","****","p008472","<<fs>>"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002417","<<wip>>",61.899,62.282,"0009_doreco_hoch1243_ED_01","eegi jaajaną jaajanąregi wįįrera wii wiira waaxocra_(wii) aire hejaną neegi wįįre eegi saacą eegi mąąžeežinąąka","I was born on the fifth of July","m003328","****","****","****","p008473","<<wip>>"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002418","negi",62.282,62.602,"0009_doreco_hoch1243_ED_01","eegi jaajaną jaajanąregi wįįrera wii wiira waaxocra_(wii) aire hejaną neegi wįįre eegi saacą eegi mąąžeežinąąka","I was born on the fifth of July","m003329","=regi","=ptcl.","=SIM/LOC","p008474 p008475 p008476 p008477","n e g i"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002419","wįįrera",62.602,63.192,"0009_doreco_hoch1243_ED_01","eegi jaajaną jaajanąregi wįįrera wii wiira waaxocra_(wii) aire hejaną neegi wįįre eegi saacą eegi mąąžeežinąąka","I was born on the fifth of July","m003330 m003331 m003332 m003333","he -hį- re =ra","aux. -affix- aux. =art_def.","be -1E.U- be =NMLZ","p008478 p008479 p008480 p008481 p008482 p008483","w i:~ n e 4 a"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002636","Woonąǧire",188.998,189.556,"0033_doreco_hoch1243_ED_01","eegi hiʔąc haara hišge žeʔe Woonąǧire_Wąąkšikiyą here","My father belonged to the Warrior Clan","m003624","****","****","****","p009292 p009293 p009294 p009295 p009296 p009297 p009298 p009299","w o: n a~ G i 4 e"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002637","Wąąkšiki",189.556,190.11,"0033_doreco_hoch1243_ED_01","eegi hiʔąc haara hišge žeʔe Woonąǧire_Wąąkšikiyą here","My father belonged to the Warrior Clan","m003625","****","****","****","p009300 p009301 p009302 p009303 p009304 p009305 p009306","w a:~ k S i k i"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002638","<<wip>>",190.11,190.953,"0033_doreco_hoch1243_ED_01","eegi hiʔąc haara hišge žeʔe Woonąǧire_Wąąkšikiyą here","My father belonged to the Warrior Clan","m003626","****","****","****","p009307","<<wip>>"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002639","yą",190.953,191.137,"0033_doreco_hoch1243_ED_01","eegi hiʔąc haara hišge žeʔe Woonąǧire_Wąąkšikiyą here","My father belonged to the Warrior Clan","m003627","****","****","****","p009308 p009309","j a~"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002640","here",191.137,191.484,"0033_doreco_hoch1243_ED_01","eegi hiʔąc haara hišge žeʔe Woonąǧire_Wąąkšikiyą here","My father belonged to the Warrior Clan","m003628","here","aux.","be(SBJ.3SG)","p009310 p009311 p009312 p009313","h e 4 e"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002653","Woonąǧire",198.275,198.829,"0035_doreco_hoch1243_ED_01","eegi Woonąǧire_Wąąkšik here","he belonged to the Warrior Clan","m003644","****","****","****","p009358 p009359 p009360 p009361 p009362 p009363 p009364 p009365","w o: n a~ G i 4 e"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002654","Wąąkšik",198.829,199.408,"0035_doreco_hoch1243_ED_01","eegi Woonąǧire_Wąąkšik here","he belonged to the Warrior Clan","m003645","****","****","****","p009366 p009367 p009368 p009369 p009370 p009371","w a:~ k S i k"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002655","<<wip>>",199.408,200.148,"0035_doreco_hoch1243_ED_01","eegi Woonąǧire_Wąąkšik here","he belonged to the Warrior Clan","m003646","****","****","****","p009372","<<wip>>"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002656","yą",200.148,200.318,"0035_doreco_hoch1243_ED_01","eegi Woonąǧire_Wąąkšik here","he belonged to the Warrior Clan","m003647","****","****","****","p009373 p009374","j a~"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002657","here",200.318,200.738,"0035_doreco_hoch1243_ED_01","eegi Woonąǧire_Wąąkšik here","he belonged to the Warrior Clan","m003648","here","aux.","be(SBJ.3SG)","p009375 p009376 p009377 p009378","h e 4 e"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002762","<p:>",259.078,259.127,"0045_doreco_hoch1243_ED_01","eesge mąįxete hitʼera raaš hiyą hokʼųire higaire David Trout higairešųnųsʼa žeʔe","the white people gave him an English name, they used to call him David Trout","m003793","<p:>","<p:>","<p:>","p009767","<p:>"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002763","higairešųn",259.127,259.836,"0045_doreco_hoch1243_ED_01","eesge mąįxete hitʼera raaš hiyą hokʼųire higaire David Trout higairešųnųsʼa žeʔe","the white people gave him an English name, they used to call him David Trout","m003794 m003795 m003796","hige -ire =šųnų","v.tr. -affix =enclitic","say.to(OBJ.3SG) -SBJ.3PL =HAB","p009768 p009769 p009770 p009771 p009772 p009773 p009774 p009775 p009776 p009777","h i g a i 4 e S u~ n"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002764","<<wip>>",259.836,260.464,"0045_doreco_hoch1243_ED_01","eesge mąįxete hitʼera raaš hiyą hokʼųire higaire David Trout higairešųnųsʼa žeʔe","the white people gave him an English name, they used to call him David Trout","m003797","****","****","****","p009778","<<wip>>"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002765","sʼa",260.464,260.731,"0045_doreco_hoch1243_ED_01","eesge mąįxete hitʼera raaš hiyą hokʼųire higaire David Trout higairešųnųsʼa žeʔe","the white people gave him an English name, they used to call him David Trout","m003798 m003799","=šųnų =s’a","=enclitic =enclitic","=HAB =ITER","p009779 p009780","s_> a"
"hoch1243","doreco_hoch1243_ED_01","FS5","w002766","žeʔe",260.731,261.068,"0045_doreco_hoch1243_ED_01","eesge mąįxete hitʼera raaš hiyą hokʼųire higaire David Trout higairešųnųsʼa žeʔe","the white people gave him an English name, they used to call him David Trout","m003800","že’e","pron_dem.|pron.","this","p009781 p009782 p009783 p009784","Z e ? e"
"hoch1243","doreco_hoch1243_ED_02","FS5","w003205","nįge",199.886,200.316,"0033_doreco_hoch1243_ED_02","wąąkšikrašge       hegų    heejanąži       hižą nįge ciirenąkgiži           hisge hiperesiregi hišge eeja hoixąnąire  ųnąkʼų          roohąxjį šge hegų    eeja","the Indians... when anybody lived someplace, then the others lived nearby, when they knew, they’d move into the area and there’d be a lot of them coming there","m004417","nįge","adv.","somewhere","p011466 p011467 p011468 p011469","n i~ g e"
"hoch1243","doreco_hoch1243_ED_02","FS5","w003206","ciire",200.316,200.899,"0033_doreco_hoch1243_ED_02","wąąkšikrašge       hegų    heejanąži       hižą nįge ciirenąkgiži           hisge hiperesiregi hišge eeja hoixąnąire  ųnąkʼų          roohąxjį šge hegų    eeja","the Indians... when anybody lived someplace, then the others lived nearby, when they knew, they’d move into the area and there’d be a lot of them coming there","m004418 m004419","cii -ire","v.act. -affix","live -SBJ.3PL","p011470 p011471 p011472 p011473","tS i: 4 e"
"hoch1243","doreco_hoch1243_ED_02","FS5","w003207","<<wip>>",200.899,201.162,"0033_doreco_hoch1243_ED_02","wąąkšikrašge       hegų    heejanąži       hižą nįge ciirenąkgiži           hisge hiperesiregi hišge eeja hoixąnąire  ųnąkʼų          roohąxjį šge hegų    eeja","the Indians... when anybody lived someplace, then the others lived nearby, when they knew, they’d move into the area and there’d be a lot of them coming there","m004420","****","****","****","p011474","<<wip>>"
"hoch1243","doreco_hoch1243_ED_02","FS5","w003208","nąkgiži",201.162,201.726,"0033_doreco_hoch1243_ED_02","wąąkšikrašge       hegų    heejanąži       hižą nįge ciirenąkgiži           hisge hiperesiregi hišge eeja hoixąnąire  ųnąkʼų          roohąxjį šge hegų    eeja","the Indians... when anybody lived someplace, then the others lived nearby, when they knew, they’d move into the area and there’d be a lot of them coming there","m004421 m004422","=nąk =giži","=aux. -affix","=POS.NTL =TOP","p011475 p011476 p011477 p011478 p011479 p011480 p011481","n a~ k g i Z i"
